"lot_id","source_url","audit_row","upstream_title","mapping_kind","catalog_status","peated_ids","possible_peated_ids","catalog_bottle","reason"
"5231489","https://whiskyauctioneer.com/whisky-lot/5231489/caol-ila-2011-9-year-old","1675","Caol Ila 2011 9 Year Old","review_lead_only","needs_review","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5231490","https://whiskyauctioneer.com/whisky-lot/5231490/caol-ila-2011-9-year-old","1675","Caol Ila 2011 9 Year Old","review_lead_only","needs_review","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5242719","https://whiskyauctioneer.com/whisky-lot/5242719/dailuaine-1975-50-year-old","44","Dailuaine 1975 50 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5242720","https://whiskyauctioneer.com/whisky-lot/5242720/dailuaine-1975-50-year-old","44","Dailuaine 1975 50 Year Old","final_evidence","ADDED — optional facts left blank","B52557","","Kingsbury Dailuaine","Series, edition, cask strength, natural colour, chill filtration, malt PPM, release dates and flavor profile are not verified. Whiskybase calls the presentation Celtic Series, but no exact producer material or printed series wording confirms it. Leave series null and retain that claim as a flag. The brand owner's current page describes two other ranges, Cask Strength Series and Limited Editions Series; it does not identify these exact Celtic-style releases. Neither technical claims from those ranges nor the 46% reduced-strength policy is transferred to these bottles. Bottled 2025 does not prove releaseYear 2025. Physical bottle numbers and laser lot codes are not cask identifiers or release dates. Exact clean stock image inspected and saved locally. Not uploaded: the current JSON CLI does not accept multipart images. No direct credential-based upload attempted."
"5242721","https://whiskyauctioneer.com/whisky-lot/5242721/dailuaine-1975-50-year-old","44","Dailuaine 1975 50 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5242722","https://whiskyauctioneer.com/whisky-lot/5242722/glenburgie-1975-50-year-old","47","Glenburgie 1975 50 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5242723","https://whiskyauctioneer.com/whisky-lot/5242723/glenburgie-1975-50-year-old","47","Glenburgie 1975 50 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5242724","https://whiskyauctioneer.com/whisky-lot/5242724/glenburgie-1975-50-year-old","47","Glenburgie 1975 50 Year Old","final_evidence","ADDED — optional facts left blank","B52558","","Kingsbury Glenburgie","Series, edition, cask strength, natural colour, chill filtration, malt PPM, release dates and flavor profile are not verified. Whiskybase calls the presentation Celtic Series, but no exact producer material or printed series wording confirms it. Leave series null and retain that claim as a flag. The brand owner's current page describes two other ranges, Cask Strength Series and Limited Editions Series; it does not identify these exact Celtic-style releases. Neither technical claims from those ranges nor the 46% reduced-strength policy is transferred to these bottles. Bottled 2025 does not prove releaseYear 2025. Physical bottle numbers and laser lot codes are not cask identifiers or release dates. Exact clean stock image inspected and saved locally. Not uploaded: the current JSON CLI does not accept multipart images. No direct credential-based upload attempted."
"5246863e","https://whiskyauctioneer.com/whisky-lot/5246863e/dalmore-five-decades-collection-40-year-old","530","Dalmore The Five Decades Collection 40 Year Old","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5251817","https://whiskyauctioneer.com/learn/explore-whisky/bottles/caol-ila-1980-cadenheads-authentic-collection-36-year-old?v=5251817","1925","Caol Ila 1980 Cadenhead's Authentic Collection 36 Year Old","final_evidence","ADDED — optional facts left blank","B52809","","Cadenhead's Caol Ila","Exact distillation and bottling days, cask number, cask-strength status, release day, color and filtration claims, malt phenol PPM and flavor profile remain unknown. Exact clean image saved locally. Upload pending because the JSON CLI does not accept multipart files."
"5264044a","https://whiskyauctioneer.com/whisky-lot/5264044a/macallan-1993-32-year-old","15","Macallan 1993 32 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5264049","https://whiskyauctioneer.com/whisky-lot/5264049/macallan-1993-32-year-old","15","Macallan 1993 32 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5264050","https://whiskyauctioneer.com/whisky-lot/5264050/macallan-1993-32-year-old","15","Macallan 1993 32 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5264051","https://whiskyauctioneer.com/whisky-lot/5264051/macallan-1993-32-year-old","15","Macallan 1993 32 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5264052","https://whiskyauctioneer.com/whisky-lot/5264052/macallan-1993-32-year-old","15","Macallan 1993 32 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5264103a","https://whiskyauctioneer.com/whisky-lot/5264103a/royal-brackla-1993-32-year-old","18","Royal Brackla 1993 32 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5264113","https://whiskyauctioneer.com/whisky-lot/5264113/royal-brackla-1993-32-year-old","18","Royal Brackla 1993 32 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5264114","https://whiskyauctioneer.com/whisky-lot/5264114/royal-brackla-1993-32-year-old","18","Royal Brackla 1993 32 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5264115","https://whiskyauctioneer.com/whisky-lot/5264115/royal-brackla-1993-32-year-old","18","Royal Brackla 1993 32 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5264116","https://whiskyauctioneer.com/whisky-lot/5264116/royal-brackla-1993-32-year-old","18","Royal Brackla 1993 32 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5266272a","https://whiskyauctioneer.com/whisky-lot/5266272a/macallan-2007-diamonds-are-forever-18-year-old-55th-anniversary-release","2347","Macallan 2007 Diamonds Are Forever 18 Year Old - 55th Anniversary Release","final_evidence","EXISTING — exact bottle verified; no changes","B45446","","Macallan 2007 Diamonds Are Forever 18 Year Old - 55th Anniversary Release","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5266609","https://whiskyauctioneer.com/whisky-lot/5266609/chichibu-2016-japanese-craft-whisky-collection","114","Chichibu 2016 Japanese Craft Whisky Collection","final_evidence","SKIPPED — unresolved identity","","","Chichibu 2016 Japanese Craft Whisky Collection","Recovered row combines two distinct releases with the same title. Lot 5266609 is cask 5617, bottled 2023, 64.6%, 193 bottles, Bourbon Barrel 1st Fill. Lot 5266669 is cask 6865, bottled 2024, 59.4%, 198 bottles, Virgin oak barrel. No single Bottle can represent both. Skip this row; preserve both candidate identities for a separately reviewed split. Brand/series dependencies are not created. No age is inferred from years. Exact 5617 front/back images are saved locally; 6865 label still needs inspection. All 89 Chichibu catalog records were reviewed, and no exact 5617 match found. Do not claim a match or create from a conflated input."
"5266669","https://whiskyauctioneer.com/whisky-lot/5266669/chichibu-2016-japanese-craft-whisky-collection","114","Chichibu 2016 Japanese Craft Whisky Collection","final_evidence","SKIPPED — unresolved identity","","","Chichibu 2016 Japanese Craft Whisky Collection","Recovered row combines two distinct releases with the same title. Lot 5266609 is cask 5617, bottled 2023, 64.6%, 193 bottles, Bourbon Barrel 1st Fill. Lot 5266669 is cask 6865, bottled 2024, 59.4%, 198 bottles, Virgin oak barrel. No single Bottle can represent both. Skip this row; preserve both candidate identities for a separately reviewed split. Brand/series dependencies are not created. No age is inferred from years. Exact 5617 front/back images are saved locally; 6865 label still needs inspection. All 89 Chichibu catalog records were reviewed, and no exact 5617 match found. Do not claim a match or create from a conflated input."
"5266690","https://whiskyauctioneer.com/whisky-lot/5266690/chichibu-2015","24","Chichibu 2015","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5266711","https://whiskyauctioneer.com/whisky-lot/5266711/chichibu-2015","24","Chichibu 2015","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5266735","https://whiskyauctioneer.com/whisky-lot/5266735/chichibu-2015","24","Chichibu 2015","final_evidence","ADDED — optional facts left blank","B52469","","Ichiro's Chichibu - 佛像與武甲山","Stated age and confirmed no-age-statement status stay null: the available small front-label text is not clear enough to positively establish either. Do not subtract 2015 from 2023 to assign an age. Cask strength, natural colour, non-chill filtration and malt PPM are not independently established by sufficiently clear product evidence; Whiskybase technical flags alone are not used. Release year and exact month/day stay null: a 2023 bottling or Taiwan edition description is not an explicit first-sale date. No flavor classification inferred. No English translation is added as a marketed alias. Kuva's staged photo is rejected; use Le Wine's clean packshot."
"5266855","https://whiskyauctioneer.com/whisky-lot/5266855/chichibu-2015","24","Chichibu 2015","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5270454","https://whiskyauctioneer.com/whisky-lot/5270454/macallan-18-year-old-annual-2017-release","58","Macallan 18 Year Old Annual 2017 Release","review_lead_only","held_conflicting_existing_identity","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5270456","https://whiskyauctioneer.com/whisky-lot/5270456/macallan-18-year-old-annual-2017-release","58","Macallan 18 Year Old Annual 2017 Release","review_lead_only","held_conflicting_existing_identity","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5271540","https://whiskyauctioneer.com/whisky-lot/5271540/karuizawa-1999-2000-36-views-mount-fuji-batch-13","868","Karuizawa 1999-2000 36 Views of Mount Fuji Batch 13","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5271902","https://whiskyauctioneer.com/whisky-lot/5271902/glenfarclas-50-year-old-collector-series-iii","48","Glenfarclas 50 Year Old Collector Series III","review_lead_only","held_possible_existing_match","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5271903","https://whiskyauctioneer.com/whisky-lot/5271903/hennessy-first-landing","1498","Hennessy First Landing","final_evidence","SKIPPED — not whisky","","","Hennessy First Landing","Exact bottle engraving reads Cognac, Hennessy and First Landing 1868. Independent auction evidence also identifies First Landing as cognac. Exclude the entire row; do not treat 1868 as a whisky vintage. No production write."
"5271904","https://whiskyauctioneer.com/whisky-lot/5271904/lagavulin-1976-37-year-old","2391","Lagavulin 1976 37 Year Old","final_evidence","EXISTING — exact bottle verified; no changes","B4320","","Lagavulin 1976 37 Year Old","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5271916","https://whiskyauctioneer.com/whisky-lot/5271916/glenfarclas-50-year-old-collector-series-iii","48","Glenfarclas 50 Year Old Collector Series III","final_evidence","SKIPPED — unresolved identity","","B15940","Glenfarclas 50 Year Old Collector Series III","Skip; do not create or overwrite. Complete 202-Bottle Glenfarclas inventory and Family Collector search reviewed. B15940 is an age-50 record with no ABV, edition, year, image or release-specific description. Its only reference R2256 is the broad string Glenfarclas 50-year-old. It could be this 2015 Family Collector Series III release, but neither the record nor its reference proves that match. It was created in 2024, so date alone does not rule it out. All other age-50 records have explicit different vintages or casks, including B52435 at 43% from 1963/cask 174, not the 41.1% Series III. Do not add a possible duplicate or assign exact facts to the generic record. No production changes."
"5271935","https://whiskyauctioneer.com/whisky-lot/5271935/balvenie-1978-single-barrel-25-year-old","2336","Balvenie 1978 Single Barrel 25 Year Old","final_evidence","ADDED — optional facts left blank","B52837","","The Balvenie Single Barrel Traditional Oak","Release date, cask-strength, color and filtration claims, exact outturn, malt phenol PPM and flavor profile remain unknown. Bottle number is an item attribute, not an editable Bottle field."
"5271940","https://whiskyauctioneer.com/whisky-lot/5271940/caol-ila-22-year-old-special-festival-edition","438","Caol Ila 22 Year Old Special Festival Edition","final_evidence","EXISTING — identity matched; no changes","B2388","","Caol Ila Special Festival Edition - Fèis Ìle 2019","Exact label matches B2388: age 22, bottled 2019, natural cask strength 58.4%, sherry-treated American oak casks, 3000 bottles. No production changes. Missing distiller link, NAS=false and 27 May 2019 release date saved locally. No vintage inferred from age. Colour, filtration, PPM and cask number unknown. Current profile and generated tasting claims unverified; factual description saved. Stored image identity matches; rough bag edges flagged for quality review, no replacement. Names preserved, aliases empty, protected references unresolved."
"5271944","https://whiskyauctioneer.com/whisky-lot/5271944/glendronach-allardice-18-year-old","2323","Glendronach Allardice 18 Year Old","final_evidence","EXISTING — exact bottle verified; no changes","B4902","","Glendronach Allardice 18 Year Old","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5271945","https://whiskyauctioneer.com/whisky-lot/5271945/glendronach-allardice-18-year-old","2323","Glendronach Allardice 18 Year Old","final_evidence","EXISTING — exact bottle verified; no changes","B4902","","Glendronach Allardice 18 Year Old","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5271946","https://whiskyauctioneer.com/whisky-lot/5271946/glendronach-allardice-18-year-old","2323","Glendronach Allardice 18 Year Old","final_evidence","EXISTING — exact bottle verified; no changes","B4902","","Glendronach Allardice 18 Year Old","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5271948","https://whiskyauctioneer.com/whisky-lot/5271948/longmorn-2003-smws-16-year-old-7255-fruit-jiggle","2622","Longmorn 2003 SMWS 16 Year Old 7.255 - Fruit jiggle","final_evidence","EXISTING — exact bottle verified; no changes","B48134","","Longmorn 2003 SMWS 16 Year Old 7.255 - Fruit jiggle","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5271949","https://whiskyauctioneer.com/whisky-lot/5271949/bowmore-2004-smws-18-year-old-3340-post-sauna-seafood-platter","2462","Bowmore 2004 SMWS 18 Year Old 3.340 - Post-sauna seafood platter","final_evidence","ADDED — optional facts left blank","B52561","","SMWS 3.340 Post-sauna seafood platter","All 26 writable fields and image reviewed. Series, edition, cask strength, natural colour, filtration, malt PPM, bottling year and release dates are unknown. Do not calculate dates from age or copy listing dates. No alias, reference, merge or grouping change is proposed. Rejected B49974 is a different exact cask. Exact clean stock image inspected and saved locally. Not uploaded: the current JSON CLI does not accept multipart images. No direct credential-based upload attempted."
"5271955","https://whiskyauctioneer.com/whisky-lot/5271955/chivas-royal-salute-21-year-old-sapphire-flagon-0","19","Royal Salute 21 Year Old Scotch Whisky - Sapphire Flagon","review_lead_only","matched_existing","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5271956","https://whiskyauctioneer.com/whisky-lot/5271956/royal-salute-21-year-old-scotch-whisky-sapphire-flagon","19","Royal Salute 21 Year Old Scotch Whisky - Sapphire Flagon","review_lead_only","matched_existing","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5271957","https://whiskyauctioneer.com/whisky-lot/5271957/macallan-x-jordi-roca-harmony-collection-rich-cacao","2321","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","final_evidence","EXISTING — exact identity; data concern recorded","B1834","","Macallan x Jordi Roca The Harmony Collection - Rich Cacao","Exact marketed expression identified from the source card facts and fresh narrow production searches. The existing Bottle incorrectly carries statedAge 12. Rich Cacao is a no-age-statement release; this identity match does not approve that value. No production write."
"5271976","https://whiskyauctioneer.com/whisky-lot/5271976/springbank-12-year-old-cask-strength-2020-0","2320","Springbank Cask Strength 12 Year Old","final_evidence","ADDED — optional facts left blank","B52839","","Springbank Cask Strength - Batch 21","Vintage, exact release date, cask numbers, malt phenol PPM and flavor profile remain unknown. Outturn remains null unless an exact bottle count was documented."
"5271983","https://whiskyauctioneer.com/whisky-lot/5271983/indri-2017-single-cask-5-year-old-prineus-gmbh","783","Indri 2017 Single Cask 5 Year Old - Prineus GmbH","final_evidence","SKIPPED — unresolved identity","","","Indri 2017 Single Cask 5 Year Old - Prineus GmbH","Do not create or patch. The auction title and Bottle Details identify a 2017 five-year-old ex-bourbon Indri bottled for Prineus GmbH at 58.5%, but the auction's own exact lot image is a different release: cask 303, an ex-wine Indri distilled in 2015 and bottled at seven years old. Independent records confirm at least two plausible 2017 five-year-old ex-bourbon Prineus releases, casks 2932 and 3045, so the generic auction title cannot identify which one was intended after rejecting the mismatched image. The complete current Indri entity and distiller inventories each contain five Bottles and no Single Cask candidate. Preserve the conflict and image as evidence only; do not upload that image or add a guessed Bottle."
"5271984","https://whiskyauctioneer.com/whisky-lot/5271984/springbank-cask-strength-12-year-old","2320","Springbank Cask Strength 12 Year Old","review_lead_only","needs_review","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5271987","https://whiskyauctioneer.com/whisky-lot/5271987/ardnamurchan-ad-paul-launois-release","2335","Ardnamurchan AD/ Paul Launois Release","final_evidence","EXISTING — exact bottle verified; no changes","B47410","","Ardnamurchan AD/ Paul Launois Release","Exact marketed expression identified from the source card facts and fresh narrow production search. Release-defining age, vintage, edition, cask code, release year and/or ABV agree where present. No production write."
"5271996","https://whiskyauctioneer.com/whisky-lot/5271996/west-midlands-wmd-rowielia","1668","West Midlands WMD Rowielia","review_lead_only","needs_review","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5271999","https://whiskyauctioneer.com/whisky-lot/5271999/royal-salute-21-year-old-scotch-whisky-sapphire-flagon","19","Royal Salute 21 Year Old Scotch Whisky - Sapphire Flagon","final_evidence","EXISTING — identity matched; no changes","B13570","","Royal Salute 21 Year Old Scotch Whisky - Sapphire Flagon","Match the core Royal Salute 21-year blend to B13570, now named The Signature Blend. All 19 Royal Salute entity records and all 20 global search results were reviewed. Producer history explicitly identifies Sapphire, Emerald and Ruby as colour names for the core flagon's evolution. The existing green-flagon image is the historic core 21-year blend, not The Malts Blend. Colour alone does not establish a new Bottle. Old candidate B13885 Beach Polo is a different marketed edition. No production changes. Source lists 40% but the current Bottle ABV is null; no ABV patch or verification is claimed. No exact release or bottling year established. Existing flavour and generated description are not revalidated. Source page image metadata refers to another lot, so it was not treated as a verified exact-lot photo or uploaded. No alias or reference grant is made from the auction packaging title."
"5272446","https://whiskyauctioneer.com/whisky-lot/5272446/springbank-2001-23-year-old","71","Springbank 2001 23 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5272447","https://whiskyauctioneer.com/whisky-lot/5272447/springbank-2001-23-year-old","71","Springbank 2001 23 Year Old","final_evidence","ADDED — optional facts left blank","B52553","","Springbank Private Cask Whisky","Bottler, colour, filtration, malt PPM, bottling year and release dates are not established by the exact label. Whiskybase and a retailer using its image claim bottling in 2024, but their independence is not established. Do not calculate dates from age, call Oloroso verified, or promote general Springbank practices to this private bottling. No separate marketed edition, series or flavor classification is established. Exact clean image reviewed and saved locally. Image remains absent in Peated: the current JSON CLI does not support multipart upload. No direct credential-based upload attempted."
"5272448","https://whiskyauctioneer.com/whisky-lot/5272448/springbank-2001-23-year-old","71","Springbank 2001 23 Year Old","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5272551c","https://whiskyauctioneer.com/whisky-lot/5272551c/bowmore-bicentenary-988deg-proof","390","","final_evidence","SKIPPED — unresolved identity","","","Unresolved source row — old SMWS 98.8 claim","Recovered audit says SMWS 98.8 vs missing but names Bowmore 1964 Bicentenary B1249 as its candidate. The current source snapshot and independent Bowmore archive identify a Bicentenary release at 98.8 degrees proof / 56.2% ABV, so the old SMWS-code claim is likely a numeric parser error. No source for a Society release 98.8 was located. The original audit-row title and lot link are still missing, so the suspected Bowmore mapping is not promoted to a verified match. Do not create SMWS 98.8, assign a vintage, or patch B1249 from this evidence. Preserve the possible Bowmore source as a lead and skip the row pending exact source recovery. No production Bottle write."
"5273038b","https://whiskyauctioneer.com/whisky-lot/5273038b/royal-brackla-1926-60-year-old-crystal-decanter","1200","Royal Brackla 1926 60 Year Old - Crystal Decanter","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5273870b","https://whiskyauctioneer.com/whisky-lot/5273870b/port-ellen-1979-natural-cask-strength-22-year-old-1st-release","2401","Port Ellen 1979 Natural Cask Strength 22 Year Old - 1st Release","final_evidence","EXISTING — exact bottle verified; no changes","B5356","","Port Ellen 1979 Natural Cask Strength 22 Year Old - 1st Release","Exact marketed expression identified from the source card facts and fresh narrow production search. Release-defining age, vintage, edition, cask code, release year and/or ABV agree where present. No production write."
"5274080b","https://whiskyauctioneer.com/whisky-lot/5274080b/karuizawa-1985-hanshin-tigers-17-year-old","863","Karuizawa 1985 Hanshin Tigers 17 Year Old","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5274139a","https://whiskyauctioneer.com/whisky-lot/5274139a/macallan-royal-marriage","33","Macallan Royal Marriage","review_lead_only","held_possible_existing_match","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5274167a","https://whiskyauctioneer.com/whisky-lot/5274167a/macallan-x-sir-peter-blake-estate-community-and-distillery","5","Macallan x Sir Peter Blake An Estate, A Community and A Distillery","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5274177","https://whiskyauctioneer.com/whisky-lot/5274177/karuizawa-1973-golden-age-showa","161","Karuizawa 1973 The Golden Age of Showa","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5274187","https://whiskyauctioneer.com/whisky-lot/5274187/karuizawa-1973-golden-age-showa","161","Karuizawa 1973 The Golden Age of Showa","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5274197","https://whiskyauctioneer.com/whisky-lot/5274197/karuizawa-1974-golden-age-showa","162","Karuizawa 1974 The Golden Age of Showa","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5274207","https://whiskyauctioneer.com/whisky-lot/5274207/karuizawa-1974-golden-age-showa","162","Karuizawa 1974 The Golden Age of Showa","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5274359a","https://whiskyauctioneer.com/whisky-lot/5274359a/glenfiddich-12-year-old-special-reserve-0","2341","Glenfiddich Special Reserve","final_evidence","EXISTING — exact bottle verified; no changes","B5164","","Glenfiddich Special Reserve","Exact marketed expression identified from the source title, source card facts and fresh production search. The release-defining age, vintage, edition, cask code, release year and/or ABV agree where those facts are present. No production write."
"5275514a","https://whiskyauctioneer.com/whisky-lot/5275514a/macallan-x-sir-peter-blake-estate-community-and-distillery","5","Macallan x Sir Peter Blake An Estate, A Community and A Distillery","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5275624a","https://whiskyauctioneer.com/whisky-lot/5275624a/macallan-x-sir-peter-blake-estate-community-and-distillery","5","Macallan x Sir Peter Blake An Estate, A Community and A Distillery","review_lead_only","created_verified","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5276576","https://whiskyauctioneer.com/whisky-lot/5276576/macallan-1995-easter-elchies-cask-selection-13-year-old","61","Macallan 1995 Easter Elchies Cask Selection 13 Year Old","review_lead_only","historical_create_recorded","","","","This source URL was a review lead. The audit did not use it as final URL-level evidence for a Peated mapping."
"5278042","https://whiskyauctioneer.com/whisky-lot/5278042/macallan-speyside-15m-2009-small-batch-edition-15-year-old-18","984","Macallan 'Speyside 15(M)' 2009 Small Batch Edition 15 Year Old #18","final_evidence","ADDED — optional facts left blank","B52757","","Signatory Vintage Speyside 15(M) - Small Batch Edition #18","Cask strength, exact bottling day, release date, cask number, outturn, malt PPM and flavor profile remain unknown. March 2025 on the rear label is not precise enough to infer a bottling or release day. No alias or extra reference. Exact clean image saved locally. Upload pending: the JSON CLI does not accept multipart files. No direct credential-based upload attempted."
